value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Five-year age groups,Years__ESTANDAR
18.7,6547,,BLZ,Belize,Both sexes,0-4,2095
17.6,6547,,BLZ,Belize,Both sexes,0-4,2100
8.1,6547,,BLZ,Belize,Both sexes,5-9,1950
10.5,6547,,BLZ,Belize,Both sexes,5-9,1955
13.7,6547,,BLZ,Belize,Both sexes,5-9,1960
16.6,6547,,BLZ,Belize,Both sexes,5-9,1965
20.8,6547,,BLZ,Belize,Both sexes,5-9,1970
19.8,6547,,BLZ,Belize,Both sexes,5-9,1975
20.1,6547,,BLZ,Belize,Both sexes,5-9,1980
24.8,6547,,BLZ,Belize,Both sexes,5-9,1985
27.3,6547,,BLZ,Belize,Both sexes,5-9,1990
29.2,6547,,BLZ,Belize,Both sexes,5-9,1995
32.2,6547,,BLZ,Belize,Both sexes,5-9,2000
35.6,6547,,BLZ,Belize,Both sexes,5-9,2005
38.9,6547,,BLZ,Belize,Both sexes,5-9,2010
37.7,6547,,BLZ,Belize,Both sexes,5-9,2015
36.9,6547,,BLZ,Belize,Both sexes,5-9,2020
38.4,6547,,BLZ,Belize,Both sexes,5-9,2025
35.8,6547,,BLZ,Belize,Both sexes,5-9,2030
36.6,6547,,BLZ,Belize,Both sexes,5-9,2035
34.8,6547,,BLZ,Belize,Both sexes,5-9,2040
32.9,6547,,BLZ,Belize,Both sexes,5-9,2045
31.1,6547,,BLZ,Belize,Both sexes,5-9,2050
29.9,6547,,BLZ,Belize,Both sexes,5-9,2055
28.7,6547,,BLZ,Belize,Both sexes,5-9,2060
27.4,6547,,BLZ,Belize,Both sexes,5-9,2065
25.9,6547,,BLZ,Belize,Both sexes,5-9,2070
24.5,6547,,BLZ,Belize,Both sexes,5-9,2075
23.1,6547,,BLZ,Belize,Both sexes,5-9,2080
21.9,6547,,BLZ,Belize,Both sexes,5-9,2085
20.8,6547,,BLZ,Belize,Both sexes,5-9,2090
19.7,6547,,BLZ,Belize,Both sexes,5-9,2095
18.6,6547,,BLZ,Belize,Both sexes,5-9,2100
7.5,6547,,BLZ,Belize,Both sexes,10-14,1950
8.0,6547,,BLZ,Belize,Both sexes,10-14,1955
10.3,6547,,BLZ,Belize,Both sexes,10-14,1960
13.1,6547,,BLZ,Belize,Both sexes,10-14,1965
16.7,6547,,BLZ,Belize,Both sexes,10-14,1970
19.2,6547,,BLZ,Belize,Both sexes,10-14,1975
18.3,6547,,BLZ,Belize,Both sexes,10-14,1980
19.9,6547,,BLZ,Belize,Both sexes,10-14,1985
23.7,6547,,BLZ,Belize,Both sexes,10-14,1990
26.5,6547,,BLZ,Belize,Both sexes,10-14,1995
30.0,6547,,BLZ,Belize,Both sexes,10-14,2000
33.3,6547,,BLZ,Belize,Both sexes,10-14,2005
37.3,6547,,BLZ,Belize,Both sexes,10-14,2010
38.9,6547,,BLZ,Belize,Both sexes,10-14,2015
37.8,6547,,BLZ,Belize,Both sexes,10-14,2020
37.0,6547,,BLZ,Belize,Both sexes,10-14,2025
38.5,6547,,BLZ,Belize,Both sexes,10-14,2030
35.8,6547,,BLZ,Belize,Both sexes,10-14,2035
36.6,6547,,BLZ,Belize,Both sexes,10-14,2040
34.7,6547,,BLZ,Belize,Both sexes,10-14,2045
32.9,6547,,BLZ,Belize,Both sexes,10-14,2050
31.0,6547,,BLZ,Belize,Both sexes,10-14,2055
29.8,6547,,BLZ,Belize,Both sexes,10-14,2060
28.6,6547,,BLZ,Belize,Both sexes,10-14,2065
27.3,6547,,BLZ,Belize,Both sexes,10-14,2070
25.9,6547,,BLZ,Belize,Both sexes,10-14,2075
24.4,6547,,BLZ,Belize,Both sexes,10-14,2080
23.1,6547,,BLZ,Belize,Both sexes,10-14,2085
21.8,6547,,BLZ,Belize,Both sexes,10-14,2090
20.7,6547,,BLZ,Belize,Both sexes,10-14,2095
19.7,6547,,BLZ,Belize,Both sexes,10-14,2100
6.8,6547,,BLZ,Belize,Both sexes,15-19,1950
7.2,6547,,BLZ,Belize,Both sexes,15-19,1955
7.9,6547,,BLZ,Belize,Both sexes,15-19,1960
9.5,6547,,BLZ,Belize,Both sexes,15-19,1965
12.6,6547,,BLZ,Belize,Both sexes,15-19,1970
15.2,6547,,BLZ,Belize,Both sexes,15-19,1975
17.7,6547,,BLZ,Belize,Both sexes,15-19,1980
17.5,6547,,BLZ,Belize,Both sexes,15-19,1985
19.7,6547,,BLZ,Belize,Both sexes,15-19,1990
23.4,6547,,BLZ,Belize,Both sexes,15-19,1995
26.2,6547,,BLZ,Belize,Both sexes,15-19,2000
30.2,6547,,BLZ,Belize,Both sexes,15-19,2005
34.5,6547,,BLZ,Belize,Both sexes,15-19,2010
37.8,6547,,BLZ,Belize,Both sexes,15-19,2015
39.1,6547,,BLZ,Belize,Both sexes,15-19,2020
37.9,6547,,BLZ,Belize,Both sexes,15-19,2025
36.6,6547,,BLZ,Belize,Both sexes,15-19,2030
38.1,6547,,BLZ,Belize,Both sexes,15-19,2035
35.4,6547,,BLZ,Belize,Both sexes,15-19,2040
36.1,6547,,BLZ,Belize,Both sexes,15-19,2045
34.3,6547,,BLZ,Belize,Both sexes,15-19,2050
32.4,6547,,BLZ,Belize,Both sexes,15-19,2055
30.5,6547,,BLZ,Belize,Both sexes,15-19,2060
29.3,6547,,BLZ,Belize,Both sexes,15-19,2065
28.2,6547,,BLZ,Belize,Both sexes,15-19,2070
26.8,6547,,BLZ,Belize,Both sexes,15-19,2075
25.4,6547,,BLZ,Belize,Both sexes,15-19,2080
24.0,6547,,BLZ,Belize,Both sexes,15-19,2085
22.7,6547,,BLZ,Belize,Both sexes,15-19,2090
21.4,6547,,BLZ,Belize,Both sexes,15-19,2095
20.3,6547,,BLZ,Belize,Both sexes,15-19,2100
6.4,6547,,BLZ,Belize,Both sexes,20-24,1950
6.5,6547,,BLZ,Belize,Both sexes,20-24,1955
6.9,6547,,BLZ,Belize,Both sexes,20-24,1960
7.1,6547,,BLZ,Belize,Both sexes,20-24,1965
8.6,6547,,BLZ,Belize,Both sexes,20-24,1970
11.2,6547,,BLZ,Belize,Both sexes,20-24,1975
13.8,6547,,BLZ,Belize,Both sexes,20-24,1980
16.1,6547,,BLZ,Belize,Both sexes,20-24,1985
16.7,6547,,BLZ,Belize,Both sexes,20-24,1990
19.6,6547,,BLZ,Belize,Both sexes,20-24,1995
22.6,6547,,BLZ,Belize,Both sexes,20-24,2000
26.3,6547,,BLZ,Belize,Both sexes,20-24,2005
30.6,6547,,BLZ,Belize,Both sexes,20-24,2010
35.6,6547,,BLZ,Belize,Both sexes,20-24,2015
38.4,6547,,BLZ,Belize,Both sexes,20-24,2020
39.6,6547,,BLZ,Belize,Both sexes,20-24,2025
36.1,6547,,BLZ,Belize,Both sexes,20-24,2030
34.7,6547,,BLZ,Belize,Both sexes,20-24,2035
36.0,6547,,BLZ,Belize,Both sexes,20-24,2040
33.1,6547,,BLZ,Belize,Both sexes,20-24,2045
33.9,6547,,BLZ,Belize,Both sexes,20-24,2050
32.0,6547,,BLZ,Belize,Both sexes,20-24,2055
30.1,6547,,BLZ,Belize,Both sexes,20-24,2060
28.2,6547,,BLZ,Belize,Both sexes,20-24,2065
27.0,6547,,BLZ,Belize,Both sexes,20-24,2070
25.9,6547,,BLZ,Belize,Both sexes,20-24,2075
24.6,6547,,BLZ,Belize,Both sexes,20-24,2080
23.2,6547,,BLZ,Belize,Both sexes,20-24,2085
21.9,6547,,BLZ,Belize,Both sexes,20-24,2090
20.6,6547,,BLZ,Belize,Both sexes,20-24,2095
19.5,6547,,BLZ,Belize,Both sexes,20-24,2100
5.2,6547,,BLZ,Belize,Both sexes,25-29,1950
5.9,6547,,BLZ,Belize,Both sexes,25-29,1955
6.1,6547,,BLZ,Belize,Both sexes,25-29,1960
6.3,6547,,BLZ,Belize,Both sexes,25-29,1965
6.3,6547,,BLZ,Belize,Both sexes,25-29,1970
7.5,6547,,BLZ,Belize,Both sexes,25-29,1975
10.2,6547,,BLZ,Belize,Both sexes,25-29,1980
12.6,6547,,BLZ,Belize,Both sexes,25-29,1985
14.5,6547,,BLZ,Belize,Both sexes,25-29,1990
16.1,6547,,BLZ,Belize,Both sexes,25-29,1995
19.8,6547,,BLZ,Belize,Both sexes,25-29,2000
22.7,6547,,BLZ,Belize,Both sexes,25-29,2005
26.6,6547,,BLZ,Belize,Both sexes,25-29,2010
31.9,6547,,BLZ,Belize,Both sexes,25-29,2015
36.5,6547,,BLZ,Belize,Both sexes,25-29,2020
39.8,6547,,BLZ,Belize,Both sexes,25-29,2025
39.3,6547,,BLZ,Belize,Both sexes,25-29,2030
35.8,6547,,BLZ,Belize,Both sexes,25-29,2035
34.3,6547,,BLZ,Belize,Both sexes,25-29,2040
35.5,6547,,BLZ,Belize,Both sexes,25-29,2045
32.6,6547,,BLZ,Belize,Both sexes,25-29,2050
33.3,6547,,BLZ,Belize,Both sexes,25-29,2055
31.4,6547,,BLZ,Belize,Both sexes,25-29,2060
29.5,6547,,BLZ,Belize,Both sexes,25-29,2065
27.7,6547,,BLZ,Belize,Both sexes,25-29,2070
26.5,6547,,BLZ,Belize,Both sexes,25-29,2075
25.3,6547,,BLZ,Belize,Both sexes,25-29,2080
24.1,6547,,BLZ,Belize,Both sexes,25-29,2085
22.8,6547,,BLZ,Belize,Both sexes,25-29,2090
21.5,6547,,BLZ,Belize,Both sexes,25-29,2095
20.2,6547,,BLZ,Belize,Both sexes,25-29,2100
4.3,6547,,BLZ,Belize,Both sexes,30-34,1950
4.9,6547,,BLZ,Belize,Both sexes,30-34,1955
5.4,6547,,BLZ,Belize,Both sexes,30-34,1960
5.7,6547,,BLZ,Belize,Both sexes,30-34,1965
5.7,6547,,BLZ,Belize,Both sexes,30-34,1970
5.7,6547,,BLZ,Belize,Both sexes,30-34,1975
7.0,6547,,BLZ,Belize,Both sexes,30-34,1980
9.5,6547,,BLZ,Belize,Both sexes,30-34,1985
11.5,6547,,BLZ,Belize,Both sexes,30-34,1990
13.7,6547,,BLZ,Belize,Both sexes,30-34,1995
16.8,6547,,BLZ,Belize,Both sexes,30-34,2000
20.2,6547,,BLZ,Belize,Both sexes,30-34,2005
22.9,6547,,BLZ,Belize,Both sexes,30-34,2010
27.6,6547,,BLZ,Belize,Both sexes,30-34,2015
32.7,6547,,BLZ,Belize,Both sexes,30-34,2020
37.7,6547,,BLZ,Belize,Both sexes,30-34,2025
40.6,6547,,BLZ,Belize,Both sexes,30-34,2030
40.2,6547,,BLZ,Belize,Both sexes,30-34,2035
36.6,6547,,BLZ,Belize,Both sexes,30-34,2040
35.0,6547,,BLZ,Belize,Both sexes,30-34,2045
36.2,6547,,BLZ,Belize,Both sexes,30-34,2050
33.4,6547,,BLZ,Belize,Both sexes,30-34,2055
34.1,6547,,BLZ,Belize,Both sexes,30-34,2060
32.2,6547,,BLZ,Belize,Both sexes,30-34,2065
30.4,6547,,BLZ,Belize,Both sexes,30-34,2070
28.5,6547,,BLZ,Belize,Both sexes,30-34,2075
27.2,6547,,BLZ,Belize,Both sexes,30-34,2080
26.1,6547,,BLZ,Belize,Both sexes,30-34,2085
24.9,6547,,BLZ,Belize,Both sexes,30-34,2090
23.6,6547,,BLZ,Belize,Both sexes,30-34,2095
22.3,6547,,BLZ,Belize,Both sexes,30-34,2100
4.3,6547,,BLZ,Belize,Both sexes,35-39,1950
4.1,6547,,BLZ,Belize,Both sexes,35-39,1955
4.6,6547,,BLZ,Belize,Both sexes,35-39,1960
5.1,6547,,BLZ,Belize,Both sexes,35-39,1965
5.2,6547,,BLZ,Belize,Both sexes,35-39,1970
5.3,6547,,BLZ,Belize,Both sexes,35-39,1975
5.4,6547,,BLZ,Belize,Both sexes,35-39,1980
6.7,6547,,BLZ,Belize,Both sexes,35-39,1985
8.8,6547,,BLZ,Belize,Both sexes,35-39,1990
10.7,6547,,BLZ,Belize,Both sexes,35-39,1995
14.6,6547,,BLZ,Belize,Both sexes,35-39,2000
17.2,6547,,BLZ,Belize,Both sexes,35-39,2005
20.6,6547,,BLZ,Belize,Both sexes,35-39,2010
23.5,6547,,BLZ,Belize,Both sexes,35-39,2015
28.1,6547,,BLZ,Belize,Both sexes,35-39,2020
33.3,6547,,BLZ,Belize,Both sexes,35-39,2025
38.2,6547,,BLZ,Belize,Both sexes,35-39,2030
41.1,6547,,BLZ,Belize,Both sexes,35-39,2035
40.6,6547,,BLZ,Belize,Both sexes,35-39,2040
37.1,6547,,BLZ,Belize,Both sexes,35-39,2045
35.5,6547,,BLZ,Belize,Both sexes,35-39,2050
36.8,6547,,BLZ,Belize,Both sexes,35-39,2055
34.0,6547,,BLZ,Belize,Both sexes,35-39,2060
34.7,6547,,BLZ,Belize,Both sexes,35-39,2065
32.8,6547,,BLZ,Belize,Both sexes,35-39,2070
31.0,6547,,BLZ,Belize,Both sexes,35-39,2075
29.1,6547,,BLZ,Belize,Both sexes,35-39,2080
27.9,6547,,BLZ,Belize,Both sexes,35-39,2085
26.7,6547,,BLZ,Belize,Both sexes,35-39,2090
25.5,6547,,BLZ,Belize,Both sexes,35-39,2095
24.2,6547,,BLZ,Belize,Both sexes,35-39,2100
3.6,6547,,BLZ,Belize,Both sexes,40-44,1950
4.0,6547,,BLZ,Belize,Both sexes,40-44,1955
4.0,6547,,BLZ,Belize,Both sexes,40-44,1960
4.3,6547,,BLZ,Belize,Both sexes,40-44,1965
4.7,6547,,BLZ,Belize,Both sexes,40-44,1970
4.9,6547,,BLZ,Belize,Both sexes,40-44,1975
5.0,6547,,BLZ,Belize,Both sexes,40-44,1980
5.2,6547,,BLZ,Belize,Both sexes,40-44,1985
6.5,6547,,BLZ,Belize,Both sexes,40-44,1990
8.1,6547,,BLZ,Belize,Both sexes,40-44,1995
11.5,6547,,BLZ,Belize,Both sexes,40-44,2000
14.8,6547,,BLZ,Belize,Both sexes,40-44,2005
17.4,6547,,BLZ,Belize,Both sexes,40-44,2010
20.9,6547,,BLZ,Belize,Both sexes,40-44,2015
23.7,6547,,BLZ,Belize,Both sexes,40-44,2020
28.3,6547,,BLZ,Belize,Both sexes,40-44,2025
33.4,6547,,BLZ,Belize,Both sexes,40-44,2030
38.2,6547,,BLZ,Belize,Both sexes,40-44,2035
41.1,6547,,BLZ,Belize,Both sexes,40-44,2040
40.7,6547,,BLZ,Belize,Both sexes,40-44,2045
37.2,6547,,BLZ,Belize,Both sexes,40-44,2050
35.7,6547,,BLZ,Belize,Both sexes,40-44,2055
36.9,6547,,BLZ,Belize,Both sexes,40-44,2060
34.2,6547,,BLZ,Belize,Both sexes,40-44,2065
34.9,6547,,BLZ,Belize,Both sexes,40-44,2070
33.1,6547,,BLZ,Belize,Both sexes,40-44,2075
31.2,6547,,BLZ,Belize,Both sexes,40-44,2080
29.4,6547,,BLZ,Belize,Both sexes,40-44,2085
28.2,6547,,BLZ,Belize,Both sexes,40-44,2090
27.0,6547,,BLZ,Belize,Both sexes,40-44,2095
25.8,6547,,BLZ,Belize,Both sexes,40-44,2100
2.9,6547,,BLZ,Belize,Both sexes,45-49,1950
3.4,6547,,BLZ,Belize,Both sexes,45-49,1955
3.7,6547,,BLZ,Belize,Both sexes,45-49,1960
3.7,6547,,BLZ,Belize,Both sexes,45-49,1965
3.9,6547,,BLZ,Belize,Both sexes,45-49,1970
4.4,6547,,BLZ,Belize,Both sexes,45-49,1975
4.7,6547,,BLZ,Belize,Both sexes,45-49,1980
4.8,6547,,BLZ,Belize,Both sexes,45-49,1985
4.9,6547,,BLZ,Belize,Both sexes,45-49,1990
6.0,6547,,BLZ,Belize,Both sexes,45-49,1995
8.6,6547,,BLZ,Belize,Both sexes,45-49,2000
11.6,6547,,BLZ,Belize,Both sexes,45-49,2005
14.8,6547,,BLZ,Belize,Both sexes,45-49,2010
17.4,6547,,BLZ,Belize,Both sexes,45-49,2015
20.7,6547,,BLZ,Belize,Both sexes,45-49,2020
23.6,6547,,BLZ,Belize,Both sexes,45-49,2025
28.1,6547,,BLZ,Belize,Both sexes,45-49,2030
33.1,6547,,BLZ,Belize,Both sexes,45-49,2035
37.9,6547,,BLZ,Belize,Both sexes,45-49,2040
40.7,6547,,BLZ,Belize,Both sexes,45-49,2045
40.4,6547,,BLZ,Belize,Both sexes,45-49,2050
37.0,6547,,BLZ,Belize,Both sexes,45-49,2055
35.5,6547,,BLZ,Belize,Both sexes,45-49,2060
36.8,6547,,BLZ,Belize,Both sexes,45-49,2065
34.1,6547,,BLZ,Belize,Both sexes,45-49,2070
34.9,6547,,BLZ,Belize,Both sexes,45-49,2075
33.0,6547,,BLZ,Belize,Both sexes,45-49,2080
31.2,6547,,BLZ,Belize,Both sexes,45-49,2085
29.4,6547,,BLZ,Belize,Both sexes,45-49,2090
28.2,6547,,BLZ,Belize,Both sexes,45-49,2095
27.1,6547,,BLZ,Belize,Both sexes,45-49,2100
2.5,6547,,BLZ,Belize,Both sexes,50-54,1950
2.7,6547,,BLZ,Belize,Both sexes,50-54,1955
3.2,6547,,BLZ,Belize,Both sexes,50-54,1960
3.4,6547,,BLZ,Belize,Both sexes,50-54,1965
3.4,6547,,BLZ,Belize,Both sexes,50-54,1970
3.6,6547,,BLZ,Belize,Both sexes,50-54,1975
4.2,6547,,BLZ,Belize,Both sexes,50-54,1980
4.3,6547,,BLZ,Belize,Both sexes,50-54,1985
4.5,6547,,BLZ,Belize,Both sexes,50-54,1990
4.5,6547,,BLZ,Belize,Both sexes,50-54,1995
6.3,6547,,BLZ,Belize,Both sexes,50-54,2000
8.7,6547,,BLZ,Belize,Both sexes,50-54,2005
11.6,6547,,BLZ,Belize,Both sexes,50-54,2010
14.5,6547,,BLZ,Belize,Both sexes,50-54,2015
17.0,6547,,BLZ,Belize,Both sexes,50-54,2020
20.3,6547,,BLZ,Belize,Both sexes,50-54,2025
23.1,6547,,BLZ,Belize,Both sexes,50-54,2030
27.5,6547,,BLZ,Belize,Both sexes,50-54,2035
32.5,6547,,BLZ,Belize,Both sexes,50-54,2040
37.2,6547,,BLZ,Belize,Both sexes,50-54,2045
40.0,6547,,BLZ,Belize,Both sexes,50-54,2050
39.7,6547,,BLZ,Belize,Both sexes,50-54,2055
36.4,6547,,BLZ,Belize,Both sexes,50-54,2060
35.1,6547,,BLZ,Belize,Both sexes,50-54,2065
36.4,6547,,BLZ,Belize,Both sexes,50-54,2070
33.8,6547,,BLZ,Belize,Both sexes,50-54,2075
34.6,6547,,BLZ,Belize,Both sexes,50-54,2080
32.8,6547,,BLZ,Belize,Both sexes,50-54,2085
31.0,6547,,BLZ,Belize,Both sexes,50-54,2090
29.3,6547,,BLZ,Belize,Both sexes,50-54,2095
28.1,6547,,BLZ,Belize,Both sexes,50-54,2100
2.1,6547,,BLZ,Belize,Both sexes,55-59,1950
2.3,6547,,BLZ,Belize,Both sexes,55-59,1955
2.6,6547,,BLZ,Belize,Both sexes,55-59,1960
2.9,6547,,BLZ,Belize,Both sexes,55-59,1965
3.1,6547,,BLZ,Belize,Both sexes,55-59,1970
3.1,6547,,BLZ,Belize,Both sexes,55-59,1975
3.3,6547,,BLZ,Belize,Both sexes,55-59,1980
3.8,6547,,BLZ,Belize,Both sexes,55-59,1985
3.9,6547,,BLZ,Belize,Both sexes,55-59,1990
4.1,6547,,BLZ,Belize,Both sexes,55-59,1995
4.6,6547,,BLZ,Belize,Both sexes,55-59,2000
6.3,6547,,BLZ,Belize,Both sexes,55-59,2005
8.6,6547,,BLZ,Belize,Both sexes,55-59,2010
11.1,6547,,BLZ,Belize,Both sexes,55-59,2015
13.9,6547,,BLZ,Belize,Both sexes,55-59,2020
16.3,6547,,BLZ,Belize,Both sexes,55-59,2025
19.5,6547,,BLZ,Belize,Both sexes,55-59,2030
22.3,6547,,BLZ,Belize,Both sexes,55-59,2035
26.6,6547,,BLZ,Belize,Both sexes,55-59,2040
31.4,6547,,BLZ,Belize,Both sexes,55-59,2045
36.1,6547,,BLZ,Belize,Both sexes,55-59,2050
39.0,6547,,BLZ,Belize,Both sexes,55-59,2055
38.7,6547,,BLZ,Belize,Both sexes,55-59,2060
35.6,6547,,BLZ,Belize,Both sexes,55-59,2065
34.4,6547,,BLZ,Belize,Both sexes,55-59,2070
35.7,6547,,BLZ,Belize,Both sexes,55-59,2075
33.3,6547,,BLZ,Belize,Both sexes,55-59,2080
34.1,6547,,BLZ,Belize,Both sexes,55-59,2085
32.4,6547,,BLZ,Belize,Both sexes,55-59,2090
30.7,6547,,BLZ,Belize,Both sexes,55-59,2095
29.0,6547,,BLZ,Belize,Both sexes,55-59,2100
1.6,6547,,BLZ,Belize,Both sexes,60-64,1950
1.8,6547,,BLZ,Belize,Both sexes,60-64,1955
2.1,6547,,BLZ,Belize,Both sexes,60-64,1960
2.3,6547,,BLZ,Belize,Both sexes,60-64,1965
2.6,6547,,BLZ,Belize,Both sexes,60-64,1970
2.8,6547,,BLZ,Belize,Both sexes,60-64,1975
2.8,6547,,BLZ,Belize,Both sexes,60-64,1980
3.0,6547,,BLZ,Belize,Both sexes,60-64,1985
3.5,6547,,BLZ,Belize,Both sexes,60-64,1990
3.4,6547,,BLZ,Belize,Both sexes,60-64,1995
4.2,6547,,BLZ,Belize,Both sexes,60-64,2000
4.6,6547,,BLZ,Belize,Both sexes,60-64,2005
6.2,6547,,BLZ,Belize,Both sexes,60-64,2010
8.0,6547,,BLZ,Belize,Both sexes,60-64,2015
10.3,6547,,BLZ,Belize,Both sexes,60-64,2020
13.0,6547,,BLZ,Belize,Both sexes,60-64,2025
15.4,6547,,BLZ,Belize,Both sexes,60-64,2030
18.4,6547,,BLZ,Belize,Both sexes,60-64,2035
21.1,6547,,BLZ,Belize,Both sexes,60-64,2040
25.3,6547,,BLZ,Belize,Both sexes,60-64,2045
30.0,6547,,BLZ,Belize,Both sexes,60-64,2050
34.5,6547,,BLZ,Belize,Both sexes,60-64,2055
37.4,6547,,BLZ,Belize,Both sexes,60-64,2060
37.4,6547,,BLZ,Belize,Both sexes,60-64,2065
34.5,6547,,BLZ,Belize,Both sexes,60-64,2070
33.4,6547,,BLZ,Belize,Both sexes,60-64,2075
34.8,6547,,BLZ,Belize,Both sexes,60-64,2080
32.5,6547,,BLZ,Belize,Both sexes,60-64,2085
33.3,6547,,BLZ,Belize,Both sexes,60-64,2090
31.7,6547,,BLZ,Belize,Both sexes,60-64,2095
30.1,6547,,BLZ,Belize,Both sexes,60-64,2100
1.2,6547,,BLZ,Belize,Both sexes,65-69,1950
1.3,6547,,BLZ,Belize,Both sexes,65-69,1955
1.5,6547,,BLZ,Belize,Both sexes,65-69,1960
1.8,6547,,BLZ,Belize,Both sexes,65-69,1965
2.0,6547,,BLZ,Belize,Both sexes,65-69,1970
2.2,6547,,BLZ,Belize,Both sexes,65-69,1975
2.4,6547,,BLZ,Belize,Both sexes,65-69,1980
2.4,6547,,BLZ,Belize,Both sexes,65-69,1985
2.7,6547,,BLZ,Belize,Both sexes,65-69,1990
2.8,6547,,BLZ,Belize,Both sexes,65-69,1995
3.4,6547,,BLZ,Belize,Both sexes,65-69,2000
3.9,6547,,BLZ,Belize,Both sexes,65-69,2005
4.4,6547,,BLZ,Belize,Both sexes,65-69,2010
5.5,6547,,BLZ,Belize,Both sexes,65-69,2015
7.1,6547,,BLZ,Belize,Both sexes,65-69,2020
9.3,6547,,BLZ,Belize,Both sexes,65-69,2025
11.8,6547,,BLZ,Belize,Both sexes,65-69,2030
14.1,6547,,BLZ,Belize,Both sexes,65-69,2035
16.9,6547,,BLZ,Belize,Both sexes,65-69,2040
19.5,6547,,BLZ,Belize,Both sexes,65-69,2045
23.5,6547,,BLZ,Belize,Both sexes,65-69,2050
28.1,6547,,BLZ,Belize,Both sexes,65-69,2055
32.5,6547,,BLZ,Belize,Both sexes,65-69,2060
35.4,6547,,BLZ,Belize,Both sexes,65-69,2065
35.5,6547,,BLZ,Belize,Both sexes,65-69,2070
32.9,6547,,BLZ,Belize,Both sexes,65-69,2075
32.0,6547,,BLZ,Belize,Both sexes,65-69,2080
33.4,6547,,BLZ,Belize,Both sexes,65-69,2085
31.3,6547,,BLZ,Belize,Both sexes,65-69,2090
32.3,6547,,BLZ,Belize,Both sexes,65-69,2095
30.8,6547,,BLZ,Belize,Both sexes,65-69,2100
0.7,6547,,BLZ,Belize,Both sexes,70-74,1950
0.9,6547,,BLZ,Belize,Both sexes,70-74,1955
1.1,6547,,BLZ,Belize,Both sexes,70-74,1960
1.2,6547,,BLZ,Belize,Both sexes,70-74,1965
1.5,6547,,BLZ,Belize,Both sexes,70-74,1970
1.6,6547,,BLZ,Belize,Both sexes,70-74,1975
1.8,6547,,BLZ,Belize,Both sexes,70-74,1980
2.0,6547,,BLZ,Belize,Both sexes,70-74,1985
2.0,6547,,BLZ,Belize,Both sexes,70-74,1990
2.0,6547,,BLZ,Belize,Both sexes,70-74,1995
2.7,6547,,BLZ,Belize,Both sexes,70-74,2000
3.1,6547,,BLZ,Belize,Both sexes,70-74,2005
3.4,6547,,BLZ,Belize,Both sexes,70-74,2010
3.7,6547,,BLZ,Belize,Both sexes,70-74,2015
4.6,6547,,BLZ,Belize,Both sexes,70-74,2020
6.1,6547,,BLZ,Belize,Both sexes,70-74,2025
8.0,6547,,BLZ,Belize,Both sexes,70-74,2030
10.3,6547,,BLZ,Belize,Both sexes,70-74,2035
12.4,6547,,BLZ,Belize,Both sexes,70-74,2040
15.0,6547,,BLZ,Belize,Both sexes,70-74,2045
17.5,6547,,BLZ,Belize,Both sexes,70-74,2050
21.2,6547,,BLZ,Belize,Both sexes,70-74,2055
25.5,6547,,BLZ,Belize,Both sexes,70-74,2060
29.7,6547,,BLZ,Belize,Both sexes,70-74,2065
32.6,6547,,BLZ,Belize,Both sexes,70-74,2070
32.9,6547,,BLZ,Belize,Both sexes,70-74,2075
30.6,6547,,BLZ,Belize,Both sexes,70-74,2080
30.0,6547,,BLZ,Belize,Both sexes,70-74,2085
31.5,6547,,BLZ,Belize,Both sexes,70-74,2090
29.6,6547,,BLZ,Belize,Both sexes,70-74,2095
30.7,6547,,BLZ,Belize,Both sexes,70-74,2100
0.4,6547,,BLZ,Belize,Both sexes,75-79,1950
0.5,6547,,BLZ,Belize,Both sexes,75-79,1955
0.7,6547,,BLZ,Belize,Both sexes,75-79,1960
0.8,6547,,BLZ,Belize,Both sexes,75-79,1965
0.9,6547,,BLZ,Belize,Both sexes,75-79,1970
1.1,6547,,BLZ,Belize,Both sexes,75-79,1975
1.2,6547,,BLZ,Belize,Both sexes,75-79,1980
1.4,6547,,BLZ,Belize,Both sexes,75-79,1985
1.4,6547,,BLZ,Belize,Both sexes,75-79,1990
1.3,6547,,BLZ,Belize,Both sexes,75-79,1995
1.8,6547,,BLZ,Belize,Both sexes,75-79,2000
2.2,6547,,BLZ,Belize,Both sexes,75-79,2005
2.5,6547,,BLZ,Belize,Both sexes,75-79,2010
2.6,6547,,BLZ,Belize,Both sexes,75-79,2015
2.8,6547,,BLZ,Belize,Both sexes,75-79,2020
3.6,6547,,BLZ,Belize,Both sexes,75-79,2025
4.9,6547,,BLZ,Belize,Both sexes,75-79,2030
6.5,6547,,BLZ,Belize,Both sexes,75-79,2035
8.4,6547,,BLZ,Belize,Both sexes,75-79,2040
10.3,6547,,BLZ,Belize,Both sexes,75-79,2045
12.6,6547,,BLZ,Belize,Both sexes,75-79,2050
14.8,6547,,BLZ,Belize,Both sexes,75-79,2055
18.2,6547,,BLZ,Belize,Both sexes,75-79,2060
22.1,6547,,BLZ,Belize,Both sexes,75-79,2065
26.0,6547,,BLZ,Belize,Both sexes,75-79,2070
28.7,6547,,BLZ,Belize,Both sexes,75-79,2075
29.2,6547,,BLZ,Belize,Both sexes,75-79,2080
27.4,6547,,BLZ,Belize,Both sexes,75-79,2085
27.1,6547,,BLZ,Belize,Both sexes,75-79,2090
