value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Years__ESTANDAR
76.4,6547,,CRI,Costa Rica,Men,2008
76.6,6547,,CRI,Costa Rica,Men,2009
76.6,6547,,CRI,Costa Rica,Men,2010
77.0,6547,,CRI,Costa Rica,Men,2011
77.3,6547,,CRI,Costa Rica,Men,2012
77.5,6547,,CRI,Costa Rica,Men,2013
77.6,6547,,CRI,Costa Rica,Men,2014
77.5,6547,,CRI,Costa Rica,Men,2015
77.3,6547,,CRI,Costa Rica,Men,2016
77.3,6547,,CRI,Costa Rica,Men,2017
77.2,6547,,CRI,Costa Rica,Men,2018
77.6,6547,,CRI,Costa Rica,Men,2019
76.8,6547,,CRI,Costa Rica,Men,2020
75.0,6547,,CRI,Costa Rica,Men,2021
76.5,6547,,CRI,Costa Rica,Men,2022
78.1,6547,,CRI,Costa Rica,Men,2023
78.4,6547,,CRI,Costa Rica,Men,2024
78.6,6547,,CRI,Costa Rica,Men,2025
78.8,6547,,CRI,Costa Rica,Men,2026
79.1,6547,,CRI,Costa Rica,Men,2027
79.3,6547,,CRI,Costa Rica,Men,2028
79.5,6547,,CRI,Costa Rica,Men,2029
79.8,6547,,CRI,Costa Rica,Men,2030
80.0,6547,,CRI,Costa Rica,Men,2031
80.2,6547,,CRI,Costa Rica,Men,2032
80.4,6547,,CRI,Costa Rica,Men,2033
80.6,6547,,CRI,Costa Rica,Men,2034
80.8,6547,,CRI,Costa Rica,Men,2035
81.0,6547,,CRI,Costa Rica,Men,2036
81.2,6547,,CRI,Costa Rica,Men,2037
81.4,6547,,CRI,Costa Rica,Men,2038
81.6,6547,,CRI,Costa Rica,Men,2039
81.8,6547,,CRI,Costa Rica,Men,2040
81.9,6547,,CRI,Costa Rica,Men,2041
82.1,6547,,CRI,Costa Rica,Men,2042
82.3,6547,,CRI,Costa Rica,Men,2043
82.4,6547,,CRI,Costa Rica,Men,2044
82.6,6547,,CRI,Costa Rica,Men,2045
82.8,6547,,CRI,Costa Rica,Men,2046
82.9,6547,,CRI,Costa Rica,Men,2047
83.1,6547,,CRI,Costa Rica,Men,2048
83.2,6547,,CRI,Costa Rica,Men,2049
83.4,6547,,CRI,Costa Rica,Men,2050
83.5,6547,,CRI,Costa Rica,Men,2051
83.7,6547,,CRI,Costa Rica,Men,2052
83.8,6547,,CRI,Costa Rica,Men,2053
84.0,6547,,CRI,Costa Rica,Men,2054
84.1,6547,,CRI,Costa Rica,Men,2055
84.3,6547,,CRI,Costa Rica,Men,2056
84.4,6547,,CRI,Costa Rica,Men,2057
84.5,6547,,CRI,Costa Rica,Men,2058
84.7,6547,,CRI,Costa Rica,Men,2059
84.8,6547,,CRI,Costa Rica,Men,2060
84.9,6547,,CRI,Costa Rica,Men,2061
85.1,6547,,CRI,Costa Rica,Men,2062
85.2,6547,,CRI,Costa Rica,Men,2063
85.3,6547,,CRI,Costa Rica,Men,2064
85.4,6547,,CRI,Costa Rica,Men,2065
85.6,6547,,CRI,Costa Rica,Men,2066
85.7,6547,,CRI,Costa Rica,Men,2067
85.8,6547,,CRI,Costa Rica,Men,2068
86.0,6547,,CRI,Costa Rica,Men,2069
86.1,6547,,CRI,Costa Rica,Men,2070
86.2,6547,,CRI,Costa Rica,Men,2071
86.3,6547,,CRI,Costa Rica,Men,2072
86.4,6547,,CRI,Costa Rica,Men,2073
86.5,6547,,CRI,Costa Rica,Men,2074
86.7,6547,,CRI,Costa Rica,Men,2075
86.8,6547,,CRI,Costa Rica,Men,2076
86.9,6547,,CRI,Costa Rica,Men,2077
87.0,6547,,CRI,Costa Rica,Men,2078
87.1,6547,,CRI,Costa Rica,Men,2079
87.3,6547,,CRI,Costa Rica,Men,2080
87.4,6547,,CRI,Costa Rica,Men,2081
87.5,6547,,CRI,Costa Rica,Men,2082
87.6,6547,,CRI,Costa Rica,Men,2083
87.7,6547,,CRI,Costa Rica,Men,2084
87.8,6547,,CRI,Costa Rica,Men,2085
87.9,6547,,CRI,Costa Rica,Men,2086
88.0,6547,,CRI,Costa Rica,Men,2087
88.1,6547,,CRI,Costa Rica,Men,2088
88.3,6547,,CRI,Costa Rica,Men,2089
88.4,6547,,CRI,Costa Rica,Men,2090
88.5,6547,,CRI,Costa Rica,Men,2091
88.6,6547,,CRI,Costa Rica,Men,2092
88.7,6547,,CRI,Costa Rica,Men,2093
88.8,6547,,CRI,Costa Rica,Men,2094
88.9,6547,,CRI,Costa Rica,Men,2095
89.0,6547,,CRI,Costa Rica,Men,2096
89.1,6547,,CRI,Costa Rica,Men,2097
89.2,6547,,CRI,Costa Rica,Men,2098
89.3,6547,,CRI,Costa Rica,Men,2099
89.4,6547,,CRI,Costa Rica,Men,2100
58.0,6547,,CRI,Costa Rica,Women,1950
58.4,6547,,CRI,Costa Rica,Women,1951
58.8,6547,,CRI,Costa Rica,Women,1952
59.9,6547,,CRI,Costa Rica,Women,1953
60.7,6547,,CRI,Costa Rica,Women,1954
61.4,6547,,CRI,Costa Rica,Women,1955
62.4,6547,,CRI,Costa Rica,Women,1956
62.8,6547,,CRI,Costa Rica,Women,1957
63.5,6547,,CRI,Costa Rica,Women,1958
64.2,6547,,CRI,Costa Rica,Women,1959
64.8,6547,,CRI,Costa Rica,Women,1960
65.1,6547,,CRI,Costa Rica,Women,1961
65.6,6547,,CRI,Costa Rica,Women,1962
65.8,6547,,CRI,Costa Rica,Women,1963
66.0,6547,,CRI,Costa Rica,Women,1964
66.2,6547,,CRI,Costa Rica,Women,1965
66.6,6547,,CRI,Costa Rica,Women,1966
67.1,6547,,CRI,Costa Rica,Women,1967
67.2,6547,,CRI,Costa Rica,Women,1968
67.9,6547,,CRI,Costa Rica,Women,1969
68.4,6547,,CRI,Costa Rica,Women,1970
69.1,6547,,CRI,Costa Rica,Women,1971
69.7,6547,,CRI,Costa Rica,Women,1972
70.6,6547,,CRI,Costa Rica,Women,1973
71.4,6547,,CRI,Costa Rica,Women,1974
72.3,6547,,CRI,Costa Rica,Women,1975
73.1,6547,,CRI,Costa Rica,Women,1976
73.8,6547,,CRI,Costa Rica,Women,1977
74.5,6547,,CRI,Costa Rica,Women,1978
74.9,6547,,CRI,Costa Rica,Women,1979
75.4,6547,,CRI,Costa Rica,Women,1980
75.7,6547,,CRI,Costa Rica,Women,1981
76.1,6547,,CRI,Costa Rica,Women,1982
76.3,6547,,CRI,Costa Rica,Women,1983
76.7,6547,,CRI,Costa Rica,Women,1984
76.9,6547,,CRI,Costa Rica,Women,1985
77.2,6547,,CRI,Costa Rica,Women,1986
77.5,6547,,CRI,Costa Rica,Women,1987
77.9,6547,,CRI,Costa Rica,Women,1988
78.1,6547,,CRI,Costa Rica,Women,1989
78.5,6547,,CRI,Costa Rica,Women,1990
78.6,6547,,CRI,Costa Rica,Women,1991
78.8,6547,,CRI,Costa Rica,Women,1992
78.7,6547,,CRI,Costa Rica,Women,1993
78.7,6547,,CRI,Costa Rica,Women,1994
78.9,6547,,CRI,Costa Rica,Women,1995
78.9,6547,,CRI,Costa Rica,Women,1996
79.1,6547,,CRI,Costa Rica,Women,1997
79.5,6547,,CRI,Costa Rica,Women,1998
79.7,6547,,CRI,Costa Rica,Women,1999
79.9,6547,,CRI,Costa Rica,Women,2000
80.2,6547,,CRI,Costa Rica,Women,2001
80.4,6547,,CRI,Costa Rica,Women,2002
80.7,6547,,CRI,Costa Rica,Women,2003
81.1,6547,,CRI,Costa Rica,Women,2004
81.4,6547,,CRI,Costa Rica,Women,2005
81.7,6547,,CRI,Costa Rica,Women,2006
81.8,6547,,CRI,Costa Rica,Women,2007
81.9,6547,,CRI,Costa Rica,Women,2008
82.1,6547,,CRI,Costa Rica,Women,2009
82.0,6547,,CRI,Costa Rica,Women,2010
82.2,6547,,CRI,Costa Rica,Women,2011
82.5,6547,,CRI,Costa Rica,Women,2012
82.8,6547,,CRI,Costa Rica,Women,2013
82.9,6547,,CRI,Costa Rica,Women,2014
83.3,6547,,CRI,Costa Rica,Women,2015
82.7,6547,,CRI,Costa Rica,Women,2016
82.7,6547,,CRI,Costa Rica,Women,2017
83.0,6547,,CRI,Costa Rica,Women,2018
83.0,6547,,CRI,Costa Rica,Women,2019
82.8,6547,,CRI,Costa Rica,Women,2020
81.2,6547,,CRI,Costa Rica,Women,2021
82.2,6547,,CRI,Costa Rica,Women,2022
83.4,6547,,CRI,Costa Rica,Women,2023
83.6,6547,,CRI,Costa Rica,Women,2024
83.7,6547,,CRI,Costa Rica,Women,2025
83.9,6547,,CRI,Costa Rica,Women,2026
84.0,6547,,CRI,Costa Rica,Women,2027
84.2,6547,,CRI,Costa Rica,Women,2028
84.3,6547,,CRI,Costa Rica,Women,2029
84.4,6547,,CRI,Costa Rica,Women,2030
84.6,6547,,CRI,Costa Rica,Women,2031
84.7,6547,,CRI,Costa Rica,Women,2032
84.9,6547,,CRI,Costa Rica,Women,2033
85.0,6547,,CRI,Costa Rica,Women,2034
85.1,6547,,CRI,Costa Rica,Women,2035
85.3,6547,,CRI,Costa Rica,Women,2036
85.4,6547,,CRI,Costa Rica,Women,2037
85.5,6547,,CRI,Costa Rica,Women,2038
85.7,6547,,CRI,Costa Rica,Women,2039
85.8,6547,,CRI,Costa Rica,Women,2040
85.9,6547,,CRI,Costa Rica,Women,2041
86.1,6547,,CRI,Costa Rica,Women,2042
86.2,6547,,CRI,Costa Rica,Women,2043
86.3,6547,,CRI,Costa Rica,Women,2044
86.4,6547,,CRI,Costa Rica,Women,2045
86.6,6547,,CRI,Costa Rica,Women,2046
86.7,6547,,CRI,Costa Rica,Women,2047
86.8,6547,,CRI,Costa Rica,Women,2048
87.0,6547,,CRI,Costa Rica,Women,2049
87.1,6547,,CRI,Costa Rica,Women,2050
87.2,6547,,CRI,Costa Rica,Women,2051
87.3,6547,,CRI,Costa Rica,Women,2052
87.5,6547,,CRI,Costa Rica,Women,2053
87.6,6547,,CRI,Costa Rica,Women,2054
87.7,6547,,CRI,Costa Rica,Women,2055
87.8,6547,,CRI,Costa Rica,Women,2056
88.0,6547,,CRI,Costa Rica,Women,2057
88.1,6547,,CRI,Costa Rica,Women,2058
88.2,6547,,CRI,Costa Rica,Women,2059
88.3,6547,,CRI,Costa Rica,Women,2060
88.4,6547,,CRI,Costa Rica,Women,2061
88.6,6547,,CRI,Costa Rica,Women,2062
88.7,6547,,CRI,Costa Rica,Women,2063
88.8,6547,,CRI,Costa Rica,Women,2064
88.9,6547,,CRI,Costa Rica,Women,2065
89.0,6547,,CRI,Costa Rica,Women,2066
89.2,6547,,CRI,Costa Rica,Women,2067
89.3,6547,,CRI,Costa Rica,Women,2068
89.4,6547,,CRI,Costa Rica,Women,2069
89.5,6547,,CRI,Costa Rica,Women,2070
89.6,6547,,CRI,Costa Rica,Women,2071
89.8,6547,,CRI,Costa Rica,Women,2072
89.9,6547,,CRI,Costa Rica,Women,2073
90.0,6547,,CRI,Costa Rica,Women,2074
90.1,6547,,CRI,Costa Rica,Women,2075
90.2,6547,,CRI,Costa Rica,Women,2076
90.3,6547,,CRI,Costa Rica,Women,2077
90.5,6547,,CRI,Costa Rica,Women,2078
90.6,6547,,CRI,Costa Rica,Women,2079
90.7,6547,,CRI,Costa Rica,Women,2080
90.8,6547,,CRI,Costa Rica,Women,2081
90.9,6547,,CRI,Costa Rica,Women,2082
91.0,6547,,CRI,Costa Rica,Women,2083
91.2,6547,,CRI,Costa Rica,Women,2084
91.3,6547,,CRI,Costa Rica,Women,2085
91.4,6547,,CRI,Costa Rica,Women,2086
91.5,6547,,CRI,Costa Rica,Women,2087
91.6,6547,,CRI,Costa Rica,Women,2088
91.7,6547,,CRI,Costa Rica,Women,2089
91.8,6547,,CRI,Costa Rica,Women,2090
91.9,6547,,CRI,Costa Rica,Women,2091
92.0,6547,,CRI,Costa Rica,Women,2092
92.2,6547,,CRI,Costa Rica,Women,2093
92.3,6547,,CRI,Costa Rica,Women,2094
92.4,6547,,CRI,Costa Rica,Women,2095
92.5,6547,,CRI,Costa Rica,Women,2096
92.6,6547,,CRI,Costa Rica,Women,2097
92.7,6547,,CRI,Costa Rica,Women,2098
92.8,6547,,CRI,Costa Rica,Women,2099
92.9,6547,,CRI,Costa Rica,Women,2100
59.0,6547,,CUB,Cuba,Both sexes,1950
59.4,6547,,CUB,Cuba,Both sexes,1951
59.8,6547,,CUB,Cuba,Both sexes,1952
60.2,6547,,CUB,Cuba,Both sexes,1953
60.7,6547,,CUB,Cuba,Both sexes,1954
61.2,6547,,CUB,Cuba,Both sexes,1955
61.5,6547,,CUB,Cuba,Both sexes,1956
61.9,6547,,CUB,Cuba,Both sexes,1957
62.3,6547,,CUB,Cuba,Both sexes,1958
62.8,6547,,CUB,Cuba,Both sexes,1959
63.3,6547,,CUB,Cuba,Both sexes,1960
63.7,6547,,CUB,Cuba,Both sexes,1961
64.4,6547,,CUB,Cuba,Both sexes,1962
64.3,6547,,CUB,Cuba,Both sexes,1963
65.3,6547,,CUB,Cuba,Both sexes,1964
65.6,6547,,CUB,Cuba,Both sexes,1965
66.1,6547,,CUB,Cuba,Both sexes,1966
66.5,6547,,CUB,Cuba,Both sexes,1967
66.9,6547,,CUB,Cuba,Both sexes,1968
67.4,6547,,CUB,Cuba,Both sexes,1969
67.9,6547,,CUB,Cuba,Both sexes,1970
68.4,6547,,CUB,Cuba,Both sexes,1971
68.9,6547,,CUB,Cuba,Both sexes,1972
69.3,6547,,CUB,Cuba,Both sexes,1973
69.9,6547,,CUB,Cuba,Both sexes,1974
70.4,6547,,CUB,Cuba,Both sexes,1975
70.9,6547,,CUB,Cuba,Both sexes,1976
71.4,6547,,CUB,Cuba,Both sexes,1977
71.9,6547,,CUB,Cuba,Both sexes,1978
72.3,6547,,CUB,Cuba,Both sexes,1979
72.6,6547,,CUB,Cuba,Both sexes,1980
73.0,6547,,CUB,Cuba,Both sexes,1981
73.4,6547,,CUB,Cuba,Both sexes,1982
73.6,6547,,CUB,Cuba,Both sexes,1983
73.6,6547,,CUB,Cuba,Both sexes,1984
73.5,6547,,CUB,Cuba,Both sexes,1985
73.6,6547,,CUB,Cuba,Both sexes,1986
73.6,6547,,CUB,Cuba,Both sexes,1987
73.7,6547,,CUB,Cuba,Both sexes,1988
73.7,6547,,CUB,Cuba,Both sexes,1989
73.8,6547,,CUB,Cuba,Both sexes,1990
73.8,6547,,CUB,Cuba,Both sexes,1991
73.8,6547,,CUB,Cuba,Both sexes,1992
73.9,6547,,CUB,Cuba,Both sexes,1993
74.1,6547,,CUB,Cuba,Both sexes,1994
74.3,6547,,CUB,Cuba,Both sexes,1995
74.7,6547,,CUB,Cuba,Both sexes,1996
75.1,6547,,CUB,Cuba,Both sexes,1997
75.4,6547,,CUB,Cuba,Both sexes,1998
75.7,6547,,CUB,Cuba,Both sexes,1999
75.9,6547,,CUB,Cuba,Both sexes,2000
76.4,6547,,CUB,Cuba,Both sexes,2001
76.8,6547,,CUB,Cuba,Both sexes,2002
77.4,6547,,CUB,Cuba,Both sexes,2003
77.3,6547,,CUB,Cuba,Both sexes,2004
77.5,6547,,CUB,Cuba,Both sexes,2005
77.4,6547,,CUB,Cuba,Both sexes,2006
77.6,6547,,CUB,Cuba,Both sexes,2007
77.6,6547,,CUB,Cuba,Both sexes,2008
77.6,6547,,CUB,Cuba,Both sexes,2009
77.9,6547,,CUB,Cuba,Both sexes,2010
78.1,6547,,CUB,Cuba,Both sexes,2011
78.2,6547,,CUB,Cuba,Both sexes,2012
78.0,6547,,CUB,Cuba,Both sexes,2013
77.8,6547,,CUB,Cuba,Both sexes,2014
77.7,6547,,CUB,Cuba,Both sexes,2015
77.6,6547,,CUB,Cuba,Both sexes,2016
77.3,6547,,CUB,Cuba,Both sexes,2017
77.4,6547,,CUB,Cuba,Both sexes,2018
77.4,6547,,CUB,Cuba,Both sexes,2019
77.4,6547,,CUB,Cuba,Both sexes,2020
73.2,6547,,CUB,Cuba,Both sexes,2021
77.6,6547,,CUB,Cuba,Both sexes,2022
78.1,6547,,CUB,Cuba,Both sexes,2023
78.3,6547,,CUB,Cuba,Both sexes,2024
78.4,6547,,CUB,Cuba,Both sexes,2025
78.6,6547,,CUB,Cuba,Both sexes,2026
78.8,6547,,CUB,Cuba,Both sexes,2027
79.0,6547,,CUB,Cuba,Both sexes,2028
79.1,6547,,CUB,Cuba,Both sexes,2029
79.3,6547,,CUB,Cuba,Both sexes,2030
79.5,6547,,CUB,Cuba,Both sexes,2031
79.7,6547,,CUB,Cuba,Both sexes,2032
79.8,6547,,CUB,Cuba,Both sexes,2033
80.0,6547,,CUB,Cuba,Both sexes,2034
80.2,6547,,CUB,Cuba,Both sexes,2035
80.3,6547,,CUB,Cuba,Both sexes,2036
80.5,6547,,CUB,Cuba,Both sexes,2037
80.7,6547,,CUB,Cuba,Both sexes,2038
80.8,6547,,CUB,Cuba,Both sexes,2039
81.0,6547,,CUB,Cuba,Both sexes,2040
81.2,6547,,CUB,Cuba,Both sexes,2041
81.3,6547,,CUB,Cuba,Both sexes,2042
81.5,6547,,CUB,Cuba,Both sexes,2043
81.6,6547,,CUB,Cuba,Both sexes,2044
81.8,6547,,CUB,Cuba,Both sexes,2045
82.0,6547,,CUB,Cuba,Both sexes,2046
82.1,6547,,CUB,Cuba,Both sexes,2047
82.3,6547,,CUB,Cuba,Both sexes,2048
82.4,6547,,CUB,Cuba,Both sexes,2049
82.6,6547,,CUB,Cuba,Both sexes,2050
82.7,6547,,CUB,Cuba,Both sexes,2051
82.9,6547,,CUB,Cuba,Both sexes,2052
83.0,6547,,CUB,Cuba,Both sexes,2053
83.2,6547,,CUB,Cuba,Both sexes,2054
83.3,6547,,CUB,Cuba,Both sexes,2055
83.4,6547,,CUB,Cuba,Both sexes,2056
83.6,6547,,CUB,Cuba,Both sexes,2057
83.7,6547,,CUB,Cuba,Both sexes,2058
83.9,6547,,CUB,Cuba,Both sexes,2059
84.0,6547,,CUB,Cuba,Both sexes,2060
84.1,6547,,CUB,Cuba,Both sexes,2061
84.3,6547,,CUB,Cuba,Both sexes,2062
84.4,6547,,CUB,Cuba,Both sexes,2063
84.5,6547,,CUB,Cuba,Both sexes,2064
84.7,6547,,CUB,Cuba,Both sexes,2065
84.8,6547,,CUB,Cuba,Both sexes,2066
84.9,6547,,CUB,Cuba,Both sexes,2067
85.1,6547,,CUB,Cuba,Both sexes,2068
85.2,6547,,CUB,Cuba,Both sexes,2069
85.3,6547,,CUB,Cuba,Both sexes,2070
85.5,6547,,CUB,Cuba,Both sexes,2071
85.6,6547,,CUB,Cuba,Both sexes,2072
85.7,6547,,CUB,Cuba,Both sexes,2073
85.8,6547,,CUB,Cuba,Both sexes,2074
85.9,6547,,CUB,Cuba,Both sexes,2075
86.1,6547,,CUB,Cuba,Both sexes,2076
86.2,6547,,CUB,Cuba,Both sexes,2077
86.3,6547,,CUB,Cuba,Both sexes,2078
86.4,6547,,CUB,Cuba,Both sexes,2079
86.6,6547,,CUB,Cuba,Both sexes,2080
86.7,6547,,CUB,Cuba,Both sexes,2081
86.8,6547,,CUB,Cuba,Both sexes,2082
86.9,6547,,CUB,Cuba,Both sexes,2083
87.0,6547,,CUB,Cuba,Both sexes,2084
87.1,6547,,CUB,Cuba,Both sexes,2085
87.3,6547,,CUB,Cuba,Both sexes,2086
87.4,6547,,CUB,Cuba,Both sexes,2087
87.5,6547,,CUB,Cuba,Both sexes,2088
87.6,6547,,CUB,Cuba,Both sexes,2089
87.7,6547,,CUB,Cuba,Both sexes,2090
87.9,6547,,CUB,Cuba,Both sexes,2091
88.0,6547,,CUB,Cuba,Both sexes,2092
88.1,6547,,CUB,Cuba,Both sexes,2093
88.2,6547,,CUB,Cuba,Both sexes,2094
88.3,6547,,CUB,Cuba,Both sexes,2095
88.4,6547,,CUB,Cuba,Both sexes,2096
88.5,6547,,CUB,Cuba,Both sexes,2097
88.6,6547,,CUB,Cuba,Both sexes,2098
88.7,6547,,CUB,Cuba,Both sexes,2099
88.8,6547,,CUB,Cuba,Both sexes,2100
57.1,6547,,CUB,Cuba,Men,1950
57.5,6547,,CUB,Cuba,Men,1951
57.9,6547,,CUB,Cuba,Men,1952
58.3,6547,,CUB,Cuba,Men,1953
58.8,6547,,CUB,Cuba,Men,1954
59.3,6547,,CUB,Cuba,Men,1955
59.6,6547,,CUB,Cuba,Men,1956
60.0,6547,,CUB,Cuba,Men,1957
60.4,6547,,CUB,Cuba,Men,1958
60.9,6547,,CUB,Cuba,Men,1959
61.4,6547,,CUB,Cuba,Men,1960
61.8,6547,,CUB,Cuba,Men,1961
62.4,6547,,CUB,Cuba,Men,1962
62.5,6547,,CUB,Cuba,Men,1963
63.4,6547,,CUB,Cuba,Men,1964
63.9,6547,,CUB,Cuba,Men,1965
64.4,6547,,CUB,Cuba,Men,1966
64.9,6547,,CUB,Cuba,Men,1967
65.3,6547,,CUB,Cuba,Men,1968
65.7,6547,,CUB,Cuba,Men,1969
66.4,6547,,CUB,Cuba,Men,1970
66.9,6547,,CUB,Cuba,Men,1971
67.5,6547,,CUB,Cuba,Men,1972
67.8,6547,,CUB,Cuba,Men,1973
68.4,6547,,CUB,Cuba,Men,1974
68.9,6547,,CUB,Cuba,Men,1975
69.5,6547,,CUB,Cuba,Men,1976
70.0,6547,,CUB,Cuba,Men,1977
70.4,6547,,CUB,Cuba,Men,1978
70.6,6547,,CUB,Cuba,Men,1979
70.8,6547,,CUB,Cuba,Men,1980
71.2,6547,,CUB,Cuba,Men,1981
71.5,6547,,CUB,Cuba,Men,1982
71.7,6547,,CUB,Cuba,Men,1983
71.8,6547,,CUB,Cuba,Men,1984
71.8,6547,,CUB,Cuba,Men,1985
71.9,6547,,CUB,Cuba,Men,1986
71.7,6547,,CUB,Cuba,Men,1987
71.8,6547,,CUB,Cuba,Men,1988
71.8,6547,,CUB,Cuba,Men,1989
71.9,6547,,CUB,Cuba,Men,1990
71.9,6547,,CUB,Cuba,Men,1991
71.9,6547,,CUB,Cuba,Men,1992
71.9,6547,,CUB,Cuba,Men,1993
72.1,6547,,CUB,Cuba,Men,1994
72.4,6547,,CUB,Cuba,Men,1995
72.8,6547,,CUB,Cuba,Men,1996
73.0,6547,,CUB,Cuba,Men,1997
73.3,6547,,CUB,Cuba,Men,1998
73.6,6547,,CUB,Cuba,Men,1999
73.9,6547,,CUB,Cuba,Men,2000
74.4,6547,,CUB,Cuba,Men,2001
74.8,6547,,CUB,Cuba,Men,2002
75.3,6547,,CUB,Cuba,Men,2003
75.2,6547,,CUB,Cuba,Men,2004
75.4,6547,,CUB,Cuba,Men,2005
75.3,6547,,CUB,Cuba,Men,2006
75.5,6547,,CUB,Cuba,Men,2007
75.6,6547,,CUB,Cuba,Men,2008
75.6,6547,,CUB,Cuba,Men,2009
75.9,6547,,CUB,Cuba,Men,2010
76.1,6547,,CUB,Cuba,Men,2011
76.2,6547,,CUB,Cuba,Men,2012
76.0,6547,,CUB,Cuba,Men,2013
75.7,6547,,CUB,Cuba,Men,2014
75.6,6547,,CUB,Cuba,Men,2015
75.3,6547,,CUB,Cuba,Men,2016
74.9,6547,,CUB,Cuba,Men,2017
75.0,6547,,CUB,Cuba,Men,2018
75.0,6547,,CUB,Cuba,Men,2019
75.0,6547,,CUB,Cuba,Men,2020
70.7,6547,,CUB,Cuba,Men,2021
75.2,6547,,CUB,Cuba,Men,2022
75.7,6547,,CUB,Cuba,Men,2023
75.9,6547,,CUB,Cuba,Men,2024
76.1,6547,,CUB,Cuba,Men,2025
76.3,6547,,CUB,Cuba,Men,2026
76.5,6547,,CUB,Cuba,Men,2027
76.6,6547,,CUB,Cuba,Men,2028
76.8,6547,,CUB,Cuba,Men,2029
77.0,6547,,CUB,Cuba,Men,2030
77.2,6547,,CUB,Cuba,Men,2031
77.4,6547,,CUB,Cuba,Men,2032
77.6,6547,,CUB,Cuba,Men,2033
77.8,6547,,CUB,Cuba,Men,2034
78.0,6547,,CUB,Cuba,Men,2035
78.2,6547,,CUB,Cuba,Men,2036
78.4,6547,,CUB,Cuba,Men,2037
78.6,6547,,CUB,Cuba,Men,2038
78.8,6547,,CUB,Cuba,Men,2039
79.0,6547,,CUB,Cuba,Men,2040
79.2,6547,,CUB,Cuba,Men,2041
79.3,6547,,CUB,Cuba,Men,2042
79.5,6547,,CUB,Cuba,Men,2043
79.7,6547,,CUB,Cuba,Men,2044
79.9,6547,,CUB,Cuba,Men,2045
80.1,6547,,CUB,Cuba,Men,2046
80.3,6547,,CUB,Cuba,Men,2047
80.5,6547,,CUB,Cuba,Men,2048
80.6,6547,,CUB,Cuba,Men,2049
80.8,6547,,CUB,Cuba,Men,2050
81.0,6547,,CUB,Cuba,Men,2051
81.2,6547,,CUB,Cuba,Men,2052
81.3,6547,,CUB,Cuba,Men,2053
81.5,6547,,CUB,Cuba,Men,2054
81.7,6547,,CUB,Cuba,Men,2055
81.8,6547,,CUB,Cuba,Men,2056
82.0,6547,,CUB,Cuba,Men,2057
82.2,6547,,CUB,Cuba,Men,2058
82.3,6547,,CUB,Cuba,Men,2059
82.5,6547,,CUB,Cuba,Men,2060
82.6,6547,,CUB,Cuba,Men,2061
82.8,6547,,CUB,Cuba,Men,2062
82.9,6547,,CUB,Cuba,Men,2063
83.1,6547,,CUB,Cuba,Men,2064
83.2,6547,,CUB,Cuba,Men,2065
83.4,6547,,CUB,Cuba,Men,2066
83.5,6547,,CUB,Cuba,Men,2067
83.7,6547,,CUB,Cuba,Men,2068
83.8,6547,,CUB,Cuba,Men,2069
84.0,6547,,CUB,Cuba,Men,2070
84.1,6547,,CUB,Cuba,Men,2071
84.2,6547,,CUB,Cuba,Men,2072
84.4,6547,,CUB,Cuba,Men,2073
84.5,6547,,CUB,Cuba,Men,2074
84.6,6547,,CUB,Cuba,Men,2075
84.8,6547,,CUB,Cuba,Men,2076
84.9,6547,,CUB,Cuba,Men,2077
85.0,6547,,CUB,Cuba,Men,2078
85.1,6547,,CUB,Cuba,Men,2079
85.3,6547,,CUB,Cuba,Men,2080
85.4,6547,,CUB,Cuba,Men,2081
85.5,6547,,CUB,Cuba,Men,2082
85.6,6547,,CUB,Cuba,Men,2083
85.8,6547,,CUB,Cuba,Men,2084
85.9,6547,,CUB,Cuba,Men,2085
86.0,6547,,CUB,Cuba,Men,2086
86.1,6547,,CUB,Cuba,Men,2087
86.2,6547,,CUB,Cuba,Men,2088
86.4,6547,,CUB,Cuba,Men,2089
86.5,6547,,CUB,Cuba,Men,2090
86.6,6547,,CUB,Cuba,Men,2091
86.7,6547,,CUB,Cuba,Men,2092
86.8,6547,,CUB,Cuba,Men,2093
86.9,6547,,CUB,Cuba,Men,2094
87.0,6547,,CUB,Cuba,Men,2095
87.1,6547,,CUB,Cuba,Men,2096
87.3,6547,,CUB,Cuba,Men,2097
87.4,6547,,CUB,Cuba,Men,2098
87.5,6547,,CUB,Cuba,Men,2099
87.6,6547,,CUB,Cuba,Men,2100
61.3,6547,,CUB,Cuba,Women,1950
61.7,6547,,CUB,Cuba,Women,1951
62.1,6547,,CUB,Cuba,Women,1952
62.5,6547,,CUB,Cuba,Women,1953
63.0,6547,,CUB,Cuba,Women,1954
63.4,6547,,CUB,Cuba,Women,1955
63.8,6547,,CUB,Cuba,Women,1956
64.2,6547,,CUB,Cuba,Women,1957
64.7,6547,,CUB,Cuba,Women,1958
65.1,6547,,CUB,Cuba,Women,1959
65.5,6547,,CUB,Cuba,Women,1960
66.1,6547,,CUB,Cuba,Women,1961
66.7,6547,,CUB,Cuba,Women,1962
66.5,6547,,CUB,Cuba,Women,1963
67.4,6547,,CUB,Cuba,Women,1964
67.6,6547,,CUB,Cuba,Women,1965
67.9,6547,,CUB,Cuba,Women,1966
68.4,6547,,CUB,Cuba,Women,1967
68.8,6547,,CUB,Cuba,Women,1968
